1355175543 0
1355191143 521
1355249053 530
1355253901 530
1355257229 536
1355260598 562
1355790375 578
1359657635 1046
1359669457 1383
1359669696 1382
1359669770 1373
1359669977 1374
1359676204 1450
1359680179 1450
1359739256 1451
1359739944 1542
1359740063 1542
1359843511 1542
1359843516 1542
1359928381 1549
1359930473 1549
1359930629 1549
1359930635 1549
1360009858 1549
1360529845 1604
1360564568 1604
1360602032 1611
1360602093 1611
1360602101 1611
1360654103 1611
1361488337 1666
1361488619 1672
1361488880 1672
1361488886 1672
1361548274 1687
1363400435 1693
1363400479 1693
1363400485 1693
1368044497 1714
1368044717 1720
1368044747 1720
1368044757 1720
1368061821 1747
1370498543 1788
1370501116 1808
1370501207 1807
1370501528 1885
1370567524 1885
1370567776 1885
1370567950 1892
1370567996 1892
1370568002 1892
1371526263 1892
1371526563 1898
1371526604 1898
1371526610 1898
1373309490 1948
1373484454 2057
1373922366 2065
1373922935 2065
1373922938 2065
1373939429 2065
1374596211 2094
1374646757 2100
1374646965 2100
1374646967 2100
1377138128 2147
1377275348 2153
1377275506 2153
1377275509 2153
1378619175 2153
1380162679 2168
1380174935 2174
1380175114 2174
1380175117 2174
1382507684 2170
1382548893 2184
1382576064 2190
1382576188 2190
1382576190 2190
1383583968 2213
1385078150 2117
1385137593 2166
1385151859 2195
1385157991 2203
1385159226 2221
1385340020 2263
1385340216 2262
1385340224 2272
1385340328 2272
1385340330 2272
1387235663 2284
1387261910 2290
1387262008 2290
1387262010 2290
1387936063 2287
1387999716 2311
1388007044 2311
1388945993 2340
1389025836 2348
1389425498 2349
1389425885 2356
1389425975 2356
1389425977 2356
1390776708 2356
1394434651 2368
1397763946 2401
1397765059 2448
1397765065 2462
1397846698 2483
1397848897 2492
1397848947 2492
1397848951 2492
1400597511 2511
1402604083 2583
1407972212 2609
1416437150 2609
1417643322 2636
1417644793 2648
1417644863 2648
1417644869 2648
1417645249 4004
1417717199 4004
1417744602 4004
1417751009 4004
1417751618 4244
1417883553 4210
1417908365 4222
1417916769 4214
1417931146 4156
1417932158 4231
1418059369 4258
1418059691 4282
1418061346 4297
1418061752 4434
1418082160 4430
1418143394 4400
1418168726 4404
1418169008 4426
1418172702 4449
1418256581 4722
1418405831 4749
1418665144 4877
1418696087 5009
1418700517 5071
1418983757 5087
1419016454 5136
1419016952 5212
1419056517 5216
1419059492 5217
1419070413 5219
1419843755 5226
1420676510 5244
1421105044 4335
1421118573 4405
1421156905 4428
1421157179 4435
1421163533 4483
1421164231 4577
1421170364 4575
1421190007 4575
1421192804 4579
1421194115 4599
1421252677 4599
1421260826 4599
1421267130 4591
1421268368 4781
1421276550 4811
1421323746 4811
1421332802 4819
1421362477 4839
1421513082 4874
1421609963 4958
1421614579 5044
1421621171 5057
