2012-06-25 0
2012-08-06 0
2012-12-10 0
2012-12-11 1
2012-12-18 1
2013-01-31 11
2013-01-31 9
2013-02-01 11
2013-02-02 11
2013-02-03 11
2013-02-04 11
2013-02-10 11
2013-02-11 11
2013-02-12 11
2013-02-21 11
2013-02-22 11
2013-03-16 11
2013-04-19 11
2013-04-22 11
2013-05-08 11
2013-05-09 11
2013-05-16 11
2013-06-06 11
2013-06-06 12
2013-06-07 12
2013-06-17 12
2013-06-18 12
2013-07-08 12
2013-07-09 12
2013-07-10 12
2013-07-15 12
2013-07-16 12
2013-07-23 12
2013-07-24 12
2013-08-22 12
2013-08-23 12
2013-09-08 12
2013-09-24 12
2013-09-26 12
2013-10-05 12
2013-10-07 12
2013-10-09 12
2013-10-23 12
2013-10-24 12
2013-11-04 12
2013-11-22 12
2013-11-24 12
2013-11-25 12
2013-12-15 12
2013-12-17 12
2013-12-24 12
2013-12-25 12
2014-01-05 12
2014-01-06 12
2014-01-11 12
2014-01-26 12
2014-02-27 12
2014-02-28 12
2014-03-10 12
2014-04-04 12
2014-04-17 12
2014-04-18 12
2014-05-20 12
2014-06-12 14
2014-07-02 25
2014-07-19 25
2014-07-19 28
2014-07-19 29
2014-07-22 29
2014-07-31 29
2014-08-05 29
2014-08-06 29
2014-08-13 14
2014-08-13 29
2014-08-14 14
2014-08-23 30
2014-09-18 31
2014-10-28 32
2014-11-17 41
2014-11-17 46
2014-11-19 14
2014-11-24 41
2014-11-25 41
2014-11-30 41
2014-12-01 41
2014-12-01 42
2014-12-02 41
2014-12-02 42
2014-12-02 43
2014-12-02 44
2014-12-03 14
2014-12-03 44
2014-12-04 44
2014-12-04 48
2014-12-05 44
2014-12-05 48
2014-12-06 48
2014-12-06 51
2014-12-07 48
2014-12-07 49
2014-12-08 49
2014-12-08 51
2014-12-09 50
2014-12-09 51
2014-12-10 50
2014-12-10 52
2014-12-11 52
2014-12-12 50
2014-12-12 52
2014-12-13 53
2014-12-14 53
2014-12-15 53
2014-12-16 54
2014-12-16 58
2014-12-17 56
2014-12-19 54
2014-12-19 56
2014-12-19 58
2014-12-20 58
2014-12-23 58
2014-12-29 58
2015-01-06 67
2015-01-07 58
2015-01-07 67
2015-01-08 58
2015-01-08 68
2015-01-09 61
2015-01-09 68
2015-01-10 61
2015-01-11 31
2015-01-11 39
2015-01-12 29
2015-01-12 31
2015-01-13 29
2015-01-14 29
2015-01-15 29
2015-01-16 29
2015-01-17 29
2015-01-18 28
2015-01-18 29
2015-01-19 29
2015-01-20 29
2015-01-21 29
2015-01-22 29
2015-01-24 29
2015-01-25 29
2015-01-26 28
2015-01-27 28
2015-01-27 29
2015-01-28 32
2015-01-28 33
2015-01-29 32
2015-01-31 32
2015-02-02 35
2015-02-03 32
2015-02-05 32
2015-02-06 32
2015-02-06 35
2015-02-09 32
2015-02-11 35
2015-02-12 35
2015-02-16 35
2015-02-19 35
2015-02-23 35
2015-02-24 35
2015-02-25 35
2015-02-26 35
2015-03-05 35
2015-03-06 35
2015-03-07 35
2015-03-16 35
2015-03-17 35
2015-03-31 35
2015-04-08 35
2015-04-09 35
2015-04-29 35
2015-05-07 36
2015-05-08 36
2015-05-13 36
2015-05-13 37
2015-05-15 37
2015-05-16 37
2015-05-26 37
2015-06-02 37
2015-06-03 37
2015-06-10 37
2015-06-11 37
2015-06-12 37
2015-06-16 38
2015-07-04 38
2015-07-05 38
2015-07-10 40
2015-07-11 40
2015-07-12 40
2015-07-13 40
2015-07-21 40
2015-07-22 40
2015-07-22 42
2015-07-23 42
2015-08-04 42
2015-08-05 42
2015-08-07 42
2015-08-20 42
2015-09-15 42
2015-09-20 42
2015-09-21 42
2015-09-29 42
2015-10-07 42
2015-10-11 42
2015-10-12 42
2015-10-13 42
2015-10-14 42
2015-10-15 42
2015-10-15 43
2015-10-17 43
2015-10-22 44
2015-10-24 43
2015-10-24 44
2015-10-27 43
2015-10-28 43
2015-11-14 43
2015-12-02 43
2015-12-09 43
2015-12-10 43
2015-12-15 43
2015-12-17 43
2015-12-21 43
2016-01-07 43
2016-01-08 43
2016-01-09 43
2016-01-10 43
2016-01-11 43
2016-01-14 44
2016-01-17 43
2016-01-17 44
2016-01-19 44
2016-01-22 44
2016-01-23 44
2016-02-07 44
2016-02-09 44
2016-02-10 44
2016-02-16 44
2016-02-17 44
2016-02-23 44
2016-03-03 44
2016-03-04 44
2016-03-13 44
