975854174 7529
975857964 7531
976401255 7485
976404591 7508
976573032 7516
976573203 7531
979083590 8807
979169032 8863
979689738 8865
979689983 8883
979776068 8879
979777369 8879
986160135 9073
986689122 9271
990474615 9283
990475764 9297
994621340 9297
994716973 9303
994718394 9303
994719113 9310
1002051502 9293
1003528112 9345
1003535282 9346
1003538867 9348
1003631418 9394
1003681134 9434
1003689891 9435
1003785121 9474
1003880730 9480
1003897247 9428
1003897277 9389
1003978152 9405
1004220859 9416
1004384865 9414
1004385271 9414
1004475866 9414
1004558074 9415
1004665073 9419
1004799308 9415
1005403174 9491
1005526204 9509
1009156759 9519
1010424796 9528
1011216905 9524
1011217158 9524
1011217203 9524
1012938992 9482
1012939269 9482
1012942590 9482
1012944485 9482
1012945489 9482
1013018392 9485
1013028139 9501
1013029921 9494
1013038987 9496
1013715900 9502
1013720316 9504
1013720558 9504
1017345969 9497
1017418213 9704
1017518688 9704
1017527860 9613
1017528524 9613
1017598168 9617
1017609522 9658
1017615109 9657
1017701861 9720
1017725757 9720
1018200779 9720
1018201103 9720
1018291259 9707
1018292050 9647
1018376882 9692
1018379357 9722
1018438151 9722
1018438809 9747
1018636770 9778
1018647374 9798
1018651786 9803
1019865270 9803
1019865543 9813
1024062913 9653
1024423487 9653
1024590746 9653
1024705683 9791
1024706209 9784
1024946000 9784
1024946554 9784
1024947386 9784
1024988758 9776
1024989498 9805
1024992498 9815
1025130815 9815
1025205652 9815
1027560174 9815
1029792965 9815
1030079156 9800
1030128231 10087
1030143880 10087
1030148527 10087
1030738905 10103
1030791584 10103
1030798078 10103
1030812249 10092
1030812512 10088
1030832761 10088
1030832937 10085
1030832992 10107
1030893537 10008
1030894193 10149
1031005364 10135
1037198215 10135
1040267247 10135
1043794479 10135
1046470417 10135
1048186554 10135
1051028729 10135
1053896608 10135
1071076321 10136
1071945046 10136
1071951744 10136
1071985666 10136
1072317094 10137
1076472778 10190
1086099016 10190
1094074627 10190
1094228848 10198
1094766834 10473
1094840843 10497
1094910547 10503
1095462167 10520
1095974396 10520
1097522528 10526
1098479849 10527
1098482795 10527
1098490714 10527
1098491684 10527
1098493601 10519
1098509320 10519
1098514042 10571
1098569136 10603
1098569268 10604
1098600108 10720
1098603426 10717
1098603954 10721
1098977950 10732
1100305980 10732
1100305999 10732
1100729168 10732
1100729226 10774
1100729248 10907
1100729296 10907
1100731582 10907
1100731607 10907
1100731643 10909
1104206415 13713
1104254341 13715
1140044126 37316
1140078573 15068
1140212290 15125
1140379441 15125
1140459068 15165
1140461372 15165
1140745791 15149
1141066897 15148
1141852973 15166
1141951935 15239
1142365540 15347
1142380037 15348
1142446805 15358
1142546952 15359
1142547112 15361
1142563270 15363
1143080455 15363
1146175737 15363
1146175911 15390
1149021556 15392
1149200849 15447
1151117531 15463
1151528136 15495
1151585002 15495
1151622405 15503
1153451734 15531
1154642581 15597
1156514496 15594
1156516629 15591
1156516982 15692
1156518717 15696
1159576500 15706
1160003831 15706
1160004433 15714
1162508215 15762
1163704661 15769
1163751923 15769
1164031395 15769
1164135213 15773
1164138750 15916
1164176983 15916
1164899236 15917
1164916821 15917
1165368168 15899
1165975850 15929
1167241554 15990
1167258442 16251
1169656379 16028
1169820253 16026
1170905362 16039
1170974720 16063
1172069040 16044
1172069211 16043
1172071179 16091
1172077957 16121
1172082250 16139
1172082321 16238
1172089589 16262
1172593027 16259
1172593170 16264
1172598690 16309
1172852365 16351
1173041908 16350
1173296879 16376
1173297050 16375
1173510632 16463
1174399943 16479
1174401829 16519
1174585672 16529
1177617390 16722
1177618881 16793
1178632317 16792
1178635518 16794
1180622949 16794
1183399857 18941
1183409997 18969
1183737848 19157
1184006960 19146
1184009910 19289
1184014438 19157
1184258637 19181
1184260099 18954
1184260658 18954
1184270713 19011
1184599209 19173
1184691676 19177
1184787738 19260
1184787804 19491
1184789012 19738
1184790360 19889
1184877143 19367
1184879588 19416
1184965223 19437
