1196467200 6571620 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1499265175 6571620 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1499265187 6571620 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1499265203 6571620 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1499265219 6571620 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1499265235 6571620 0 0 1007 0 0 0 39 0 266 0 271 0 2667 0 119 0 0 0 102
1499265236 6571621 0 0 1007 0 0 0 39 0 266 0 271 0 2667 0 119 0 0 0 102
1499265244 6571621 0 0 1007 0 0 0 39 0 266 0 271 0 2667 0 119 0 0 0 102
1499265258 6571621 0 0 1007 0 0 0 39 0 266 0 271 0 2667 0 119 0 0 0 102
1499265261 6571621 0 0 1007 0 0 0 39 0 266 0 271 0 2667 0 119 0 0 0 102
1499265263 6571621 0 0 1007 0 0 0 39 0 266 0 271 0 2667 0 119 0 0 0 102
1499265267 6571621 0 0 1007 0 0 0 39 0 266 0 271 0 2667 0 119 0 0 0 102
1499265270 6571621 0 0 1007 0 0 0 39 0 266 0 271 0 2667 0 119 0 0 0 102
1499265273 6571622 0 0 1007 15990 0 0 6605 0 4356 0 278 0 2728 0 119 0 0 0 3610
1499265287 6571622 0 0 1007 15990 0 0 6605 0 4356 0 278 0 2728 0 119 0 0 0 3610
1499265295 6571622 0 0 1007 15990 0 0 6605 0 4356 0 278 0 2728 0 119 0 0 0 3610
1499265298 6571622 0 0 1007 15990 0 0 6605 0 4356 0 278 0 2728 0 119 0 0 0 3610
1499265300 6571622 0 0 1007 15990 0 0 6605 0 4356 0 278 0 2728 0 119 0 0 0 3610
1499265303 6571622 0 0 1007 15990 0 0 6605 0 4356 0 278 0 2728 0 119 0 0 0 3610
1499265306 6571622 0 0 1007 15990 0 0 6605 0 4356 0 278 0 2728 0 119 0 0 0 3610
1499265309 6571623 0 0 1007 17244 0 0 6623 0 4817 0 423 0 2809 0 119 0 0 0 3908
1499265382 6571623 0 0 1007 17244 0 0 6623 0 4817 0 423 0 2809 0 119 0 0 0 3908
1499265399 6571623 0 0 1007 17244 0 0 6623 0 4817 0 423 0 2809 0 119 0 0 0 3908
1499265402 6571623 0 0 1007 17244 0 0 6623 0 4817 0 423 0 2809 0 119 0 0 0 3908
1499265405 6571623 0 0 1007 17244 0 0 6623 0 4817 0 423 0 2809 0 119 0 0 0 3908
1499265408 6571623 0 0 1007 17244 0 0 6623 0 4817 0 423 0 2809 0 119 0 0 0 3908
1499265412 6571623 0 0 1007 17244 0 0 6623 0 4817 0 423 0 2809 0 119 0 0 0 3908
1499265415 6571624 0 0 1194 17244 0 0 6623 0 6397 0 423 0 2814 0 119 0 0 0 3908
1499265422 6571624 0 0 1194 17244 0 0 6623 0 6397 0 423 0 2814 0 119 0 0 0 3908
1499265430 6571624 0 0 1194 17244 0 0 6623 0 6397 0 423 0 2814 0 119 0 0 0 3908
1499265432 6571624 0 0 1194 17244 0 0 6623 0 6397 0 423 0 2814 0 119 0 0 0 3908
1499265434 6571624 0 0 1194 17244 0 0 6623 0 6397 0 423 0 2814 0 119 0 0 0 3908
1499265436 6571624 0 0 1194 17244 0 0 6623 0 6397 0 423 0 2814 0 119 0 0 0 3908
1499265438 6571624 0 0 1194 17244 0 0 6623 0 6397 0 423 0 2814 0 119 0 0 0 3908
1499265441 6571625 0 0 12895 18605 0 0 7021 0 6731 0 476 0 2820 0 194 0 0 0 3908
1499265453 6571625 0 0 12895 18605 0 0 7021 0 6731 0 476 0 2820 0 194 0 0 0 3908
1499265458 6571625 0 0 12895 18605 0 0 7021 0 6731 0 476 0 2820 0 194 0 0 0 3908
1499265461 6571625 0 0 12895 18605 0 0 7021 0 6731 0 476 0 2820 0 194 0 0 0 3908
1499265463 6571625 0 0 12895 18605 0 0 7021 0 6731 0 476 0 2820 0 194 0 0 0 3908
1499265465 6571625 0 0 12895 18605 0 0 7021 0 6731 0 476 0 2820 0 194 0 0 0 3908
1499265469 6571625 0 0 12895 18605 0 0 7021 0 6731 0 476 0 2820 0 194 0 0 0 3908
1499265471 6571626 0 0 14216 18605 0 0 7021 0 8835 0 476 0 2825 0 194 0 0 0 3908
1499265480 6571626 0 0 14216 18605 0 0 7021 0 8835 0 476 0 2825 0 194 0 0 0 3908
1499265490 6571626 0 0 14216 18605 0 0 7021 0 8835 0 476 0 2825 0 194 0 0 0 3908
