openjdk.org 1 61971
oracle.com 2 2134
gmail.com 3 322
redhat.com 4 151
google.com 5 118
sap.com 6 80
intel.com 7 57
arm.com 8 46
linux.vnet.ibm.com 9 45
microsoft.com 10 39
