2009-12 24
2010-01 111
2010-02 45
2010-03 4
2010-05 1
2010-06 31
2010-07 24
2010-08 55
2010-09 6
2010-10 4
2010-11 18
2010-12 2
2011-01 45
2011-02 25
2011-05 4
2011-06 30
2011-07 9
2011-08 7
2011-09 6
2011-10 1
2011-12 1
2012-02 3
2012-03 20
2012-04 9
2012-05 25
2012-06 9
2012-07 5
2012-09 17
2012-10 1
2012-12 12
2013-01 25
2013-02 7
2013-03 1
2013-04 2
2013-05 1
2013-06 1
2013-07 1
2013-08 2
2013-10 9
2013-11 30
2013-12 2
2014-01 1
2014-02 1
2014-03 3
2014-04 1
2014-05 1
2014-07 1
2014-08 9
2014-09 38
2014-10 75
2014-11 2
2014-12 6
2015-01 2
2015-03 24
2015-04 30
2015-05 6
2015-06 1
2015-07 14
2015-08 14
2015-11 1
2015-12 3
2016-01 1
2016-03 3
2016-04 37
2016-05 11
2016-06 3
2016-08 23
2016-10 26
2016-11 4
2016-12 1
2017-01 18
2017-02 2
2017-03 6
2017-05 1
2017-06 34
2017-07 15
2017-08 1
2017-10 49
2017-11 40
2017-12 13
2018-04 29
2018-05 15
2018-08 3
2018-10 1
2018-12 20
2019-01 1
2019-03 1
2019-04 1
2019-05 22
2019-06 5
2019-07 7
2019-11 1
2020-01 14
2020-02 72
2020-03 15
2020-06 1
2020-12 58
2021-01 20
2021-07 72
2021-08 6
