1377415522 201 0 0 0
1377415542 201 0 0 0
1377415809 1935 0 0 0
1377415879 1935 0 0 0
1377706383 2525 0 0 0
1378312473 2768 0 0 0
1378332415 2772 0 0 0
1378827344 2812 0 0 0
1378827494 2814 0 0 0
1378828506 2815 0 0 0
1378828549 2816 0 0 0
1378828701 2817 0 0 0
1378828786 2818 0 0 0
1378907496 3015 0 0 0
1378907657 3016 0 0 0
1378907692 3017 0 0 0
1378907772 3018 0 0 0
1378907803 3019 0 0 0
1378907808 3020 0 0 0
1378976380 3021 0 0 0
1378976386 3022 0 0 0
1379455468 3206 0 0 0
1379455569 3208 0 0 0
1379455597 3209 0 0 0
1379455622 3210 0 0 0
1379455750 3211 0 0 0
1379457144 6494 0 0 0
1379462040 6496 0 0 0
1379949331 6498 0 0 0
1380147795 6511 0 0 0
1380228645 6717 0 0 0
1380229510 6718 0 0 0
1380229738 6719 0 0 0
1380229744 6720 0 0 0
1380233045 6722 0 0 0
1380584600 6724 0 0 0
1381177042 6730 0 0 0
1381334775 6731 0 0 0
1399629771 6734 0 0 0
1399637579 6805 0 0 0
1399638502 6806 0 0 0
1399638507 6811 0 0 0
1400368529 6811 0 0 328
1400399853 6811 0 0 328
1400404605 6952 0 0 328
1400405360 6953 0 0 328
1400405365 6957 0 0 328
1452678902 6957 90 0 328
1452710801 6957 90 0 328
1472248386 6958 90 0 328
1472372565 6958 90 0 328
1626082659 6958 90 1 328
1626083010 6958 90 1 328
