1377415522 1 0 0 0
1377415542 2 0 0 0
1377415809 3 0 0 0
1377415879 4 0 0 0
1377706383 5 0 0 0
1378312473 6 0 0 0
1378332415 7 0 0 0
1378827344 8 0 0 0
1378827494 9 0 0 0
1378828506 10 0 0 0
1378828549 11 0 0 0
1378828701 12 0 0 0
1378828786 13 0 0 0
1378907496 14 0 0 0
1378907657 15 0 0 0
1378907692 16 0 0 0
1378907772 17 0 0 0
1378907803 18 0 0 0
1378907808 19 0 0 0
1378976380 20 0 0 0
1378976386 21 0 0 0
1379455468 22 0 0 0
1379455569 23 0 0 0
1379455597 24 0 0 0
1379455622 25 0 0 0
1379455750 26 0 0 0
1379457144 27 0 0 0
1379462040 28 0 0 0
1379949331 29 0 0 0
1380147795 30 0 0 0
1380228645 31 0 0 0
1380229510 32 0 0 0
1380229738 33 0 0 0
1380229744 34 0 0 0
1380233045 35 0 0 0
1380584600 36 0 0 0
1381177042 37 0 0 0
1381334775 38 0 0 0
1399629771 39 0 0 0
1399637579 40 0 0 0
1399638502 41 0 0 0
1399638507 42 0 0 0
1400368529 42 0 0 1
1400399853 43 0 0 1
1400404605 44 0 0 1
1400405360 45 0 0 1
1400405365 46 0 0 1
1452678902 46 1 0 1
1452710801 47 1 0 1
1472248386 48 1 0 1
1472372565 49 1 0 1
1626082659 49 1 1 1
1626083010 50 1 1 1
