1626821065 0 0 0 0 0 0 0 0 3 0 0
1626822198 25899 0 0 0 0 0 0 0 3 0 0
1626822802 25899 0 0 9 0 0 0 0 3 0 0
1626822803 25899 0 0 30 0 0 0 0 3 0 0
1626822804 25899 0 0 104 0 0 0 0 3 0 0
1626822805 25899 0 0 129 0 0 0 0 3 0 0
1626823150 25899 0 0 129 0 0 0 0 3 0 0
1626900657 25904 0 0 129 0 0 0 0 3 0 0
1626902159 25908 0 0 129 0 0 0 0 3 0 0
1626902411 26085 0 0 129 0 0 0 0 3 0 0
1626905644 26094 0 0 129 0 0 0 0 3 0 0
1626968729 26094 2 0 129 0 0 0 0 3 0 0
1626974124 26094 62 0 129 0 0 0 0 3 0 0
1626983016 26094 639 0 129 0 0 0 0 3 0 0
1626983106 26094 639 0 129 0 0 0 0 3 0 0
1626988919 26108 639 0 129 0 0 0 0 3 0 0
1627052627 26108 685 0 129 0 0 0 0 3 0 0
1627052848 26108 685 0 129 0 0 0 0 3 0 0
1627053131 26108 685 0 129 0 0 0 0 3 0 0
1627053302 26111 685 0 129 0 0 0 0 3 0 0
1627053391 26111 689 0 129 0 0 0 0 3 0 0
1627053400 26111 689 0 129 0 0 0 0 3 0 0
1627061072 26117 689 0 129 0 0 0 0 3 0 0
1627082686 26133 689 0 129 0 0 0 0 3 0 0
1627326794 26158 689 0 129 0 0 0 0 3 0 0
1627327018 26161 689 0 129 0 0 0 0 3 0 0
1627327106 26208 689 0 129 0 0 0 0 3 0 0
1627360762 26213 689 0 129 0 0 0 0 3 0 0
1627360835 26213 689 0 129 0 0 0 0 3 0 0
1627580196 26213 689 0 129 0 0 0 0 3 0 0
1627580252 26213 689 0 129 0 0 0 0 3 0 0
1627588718 26213 694 0 129 0 0 0 0 3 0 0
1627589119 26213 710 0 129 0 0 0 0 3 0 0
1627589132 26213 710 0 129 0 0 0 0 3 0 0
1627590368 26213 716 0 129 0 0 0 0 3 0 0
1627590585 26213 719 0 129 0 0 0 0 3 0 0
1627590823 26213 722 0 129 0 0 0 0 3 0 0
1627591039 26213 724 0 129 0 0 0 0 3 0 0
1627591432 26213 724 0 129 0 0 0 0 3 0 0
1627591574 26213 724 0 129 0 0 0 0 3 0 0
1627593412 26213 724 0 129 0 0 0 0 3 0 0
1627657000 26213 724 66 129 0 0 0 0 3 0 0
1627657678 26213 728 66 129 0 0 0 0 3 0 0
1627927947 26213 776 66 129 0 0 0 0 3 0 0
1628000168 26213 776 66 129 0 0 0 0 3 0 0
1628116194 26213 776 66 129 0 0 2 0 3 0 0
1628158184 26213 776 66 129 0 0 2 0 3 0 0
1628185728 26213 776 66 129 0 0 4 0 3 0 0
1628200365 26213 776 66 129 0 0 4 0 3 0 0
1628246334 26213 776 66 129 25 0 4 0 3 0 0
1628256880 26213 776 66 129 25 0 4 0 3 0 0
1628267414 26213 776 66 129 26 0 4 0 3 0 0
1628268390 26213 776 66 129 26 0 4 0 3 0 0
1628269280 26213 776 66 129 31 0 4 0 3 0 0
1628271080 26213 776 66 129 31 0 4 0 3 0 0
1628279624 26213 819 66 129 31 0 4 0 3 0 0
1628284991 26213 825 66 129 31 0 4 0 3 0 0
1628289658 26213 825 66 129 31 0 4 0 3 10 0
1628318949 26213 825 66 129 31 0 4 0 3 10 0
1628506465 26213 825 66 129 31 0 4 5 3 10 0
1628512590 26213 825 66 129 31 1 4 5 3 10 0
1628515634 26213 825 66 129 31 1 4 5 3 10 0
1628516196 26213 825 66 129 31 1 4 5 3 10 0
1628517047 26213 825 66 129 31 2 4 5 3 10 0
1628523124 26213 825 66 129 31 2 4 5 3 10 0
