1626821065 0 0 0 0 0 0 0 0 1 0 0
1626822198 1 0 0 0 0 0 0 0 1 0 0
1626822802 1 0 0 1 0 0 0 0 1 0 0
1626822803 1 0 0 2 0 0 0 0 1 0 0
1626822804 1 0 0 4 0 0 0 0 1 0 0
1626822805 1 0 0 5 0 0 0 0 1 0 0
1626823150 2 0 0 5 0 0 0 0 1 0 0
1626900657 3 0 0 5 0 0 0 0 1 0 0
1626902159 4 0 0 5 0 0 0 0 1 0 0
1626902411 5 0 0 5 0 0 0 0 1 0 0
1626905644 6 0 0 5 0 0 0 0 1 0 0
1626968729 6 1 0 5 0 0 0 0 1 0 0
1626974124 6 2 0 5 0 0 0 0 1 0 0
1626983016 6 3 0 5 0 0 0 0 1 0 0
1626983106 6 4 0 5 0 0 0 0 1 0 0
1626988919 7 4 0 5 0 0 0 0 1 0 0
1627052627 7 5 0 5 0 0 0 0 1 0 0
1627052848 8 5 0 5 0 0 0 0 1 0 0
1627053131 9 5 0 5 0 0 0 0 1 0 0
1627053302 10 5 0 5 0 0 0 0 1 0 0
1627053391 10 6 0 5 0 0 0 0 1 0 0
1627053400 10 7 0 5 0 0 0 0 1 0 0
1627061072 11 7 0 5 0 0 0 0 1 0 0
1627082686 12 7 0 5 0 0 0 0 1 0 0
1627326794 13 7 0 5 0 0 0 0 1 0 0
1627327018 14 7 0 5 0 0 0 0 1 0 0
1627327106 15 7 0 5 0 0 0 0 1 0 0
1627360762 16 7 0 5 0 0 0 0 1 0 0
1627360835 17 7 0 5 0 0 0 0 1 0 0
1627580196 18 7 0 5 0 0 0 0 1 0 0
1627580252 19 7 0 5 0 0 0 0 1 0 0
1627588718 19 8 0 5 0 0 0 0 1 0 0
1627589119 19 9 0 5 0 0 0 0 1 0 0
1627589132 19 10 0 5 0 0 0 0 1 0 0
1627590368 19 11 0 5 0 0 0 0 1 0 0
1627590585 19 12 0 5 0 0 0 0 1 0 0
1627590823 19 13 0 5 0 0 0 0 1 0 0
1627591039 19 14 0 5 0 0 0 0 1 0 0
1627591432 20 14 0 5 0 0 0 0 1 0 0
1627591574 21 14 0 5 0 0 0 0 1 0 0
1627593412 21 15 0 5 0 0 0 0 1 0 0
1627657000 21 15 1 5 0 0 0 0 1 0 0
1627657678 21 16 1 5 0 0 0 0 1 0 0
1627927947 21 17 1 5 0 0 0 0 1 0 0
1628000168 22 17 1 5 0 0 0 0 1 0 0
1628116194 22 17 1 5 0 0 1 0 1 0 0
1628158184 22 17 2 5 0 0 1 0 1 0 0
1628185728 22 17 2 5 0 0 2 0 1 0 0
1628200365 23 17 2 5 0 0 2 0 1 0 0
1628246334 23 17 2 5 1 0 2 0 1 0 0
1628256880 23 17 3 5 1 0 2 0 1 0 0
1628267414 23 17 3 5 2 0 2 0 1 0 0
1628268390 23 17 4 5 2 0 2 0 1 0 0
1628269280 23 17 4 5 3 0 2 0 1 0 0
1628271080 23 17 5 5 3 0 2 0 1 0 0
1628279624 23 18 5 5 3 0 2 0 1 0 0
1628284991 23 19 5 5 3 0 2 0 1 0 0
1628289658 23 19 5 5 3 0 2 0 1 1 0
1628318949 24 19 5 5 3 0 2 0 1 1 0
1628506465 24 19 5 5 3 0 2 1 1 1 0
1628512590 24 19 5 5 3 1 2 1 1 1 0
1628515634 24 19 6 5 3 1 2 1 1 1 0
1628516196 24 19 6 5 3 1 2 1 1 1 1
1628517047 24 19 6 5 3 2 2 1 1 1 1
1628523124 24 19 7 5 3 2 2 1 1 1 1
