2004 394
2005 911
2006 2013
2007 741
2008 945
2009 1177
2010 1985
2011 3691
2012 2671
2013 1588
2014 965
2015 1230
2016 1516
2017 1851
2018 1665
2019 1254
2020 1603
2021 978
